Overall Qual,Gr Liv Area,Garage Area,Garage Cars,Total Bsmt SF,1st Flr SF,SalePrice,Bsmt Qual
5,1040,576.0,2.0,1040.0,1040,152000,4
8,1280,506.0,2.0,1280.0,1280,191500,4
8,2473,852.0,3.0,1143.0,1143,317000,5
7,1302,224.0,1.0,680.0,798,165250,3
5,1092,264.0,1.0,1092.0,1092,123000,3
6,1188,621.0,2.0,988.0,1188,185000,3
7,1045,528.0,2.0,1045.0,1045,120000,3
6,1093,484.0,2.0,1093.0,1093,158500,3
6,1640,520.0,2.0,798.0,798,173000,4
4,1224,462.0,2.0,0.0,1224,101800,0
7,1135,576.0,2.0,560.0,575,155000,4
5,1078,264.0,1.0,1054.0,1078,125000,3
4,968,331.0,1.0,0.0,968,104500,0
9,2224,738.0,3.0,1462.0,1462,350000,5
3,1040,400.0,2.0,0.0,1040,93500,0
7,1790,588.0,2.0,873.0,882,193000,4
6,2555,672.0,2.0,588.0,1423,191000,5
6,813,270.0,1.0,813.0,813,110000,3
8,1872,531.0,2.0,1299.0,1299,261500,4
5,1050,338.0,1.0,1050.0,1050,128900,3
9,3500,959.0,3.0,1733.0,1933,584500,5
4,948,248.0,1.0,864.0,948,111000,3
5,1316,576.0,2.0,750.0,960,90000,2
6,2380,596.0,2.0,1021.0,1465,129000,4
6,1640,924.0,2.0,1296.0,1640,224000,3
6,1200,480.0,2.0,600.0,600,165000,4
6,1324,180.0,1.0,662.0,662,122000,3
8,1564,502.0,2.0,1546.0,1564,267300,4
9,3140,820.0,3.0,1926.0,1966,485000,5
6,2486,576.0,2.0,1595.0,1611,220000,3
6,1771,600.0,2.0,864.0,872,215700,4
8,1836,862.0,3.0,1836.0,1836,280000,5
8,1575,732.0,3.0,1603.0,1575,284000,4
4,630,0.0,0.0,630.0,630,84500,4
6,1395,440.0,2.0,1395.0,1395,192000,3
7,1004,200.0,1.0,502.0,502,105000,3
7,1836,484.0,2.0,1860.0,1836,216837,4
5,1496,450.0,2.0,1296.0,1496,141500,3
5,894,450.0,2.0,894.0,894,130000,3
5,1040,0.0,0.0,1040.0,1040,124000,4
5,1008,280.0,1.0,1008.0,1008,139500,3
4,864,528.0,2.0,864.0,864,79275,3
8,1484,472.0,2.0,1476.0,1484,265900,4
6,790,160.0,1.0,768.0,790,91000,4
5,1934,567.0,2.0,1122.0,946,185000,4
5,1150,300.0,1.0,1150.0,1150,141000,3
8,2152,728.0,2.0,1582.0,1582,260116,4
4,672,234.0,1.0,672.0,672,113000,3
8,1511,811.0,3.0,1401.0,1511,225000,4
5,793,240.0,1.0,793.0,793,113000,3
6,1096,352.0,1.0,1008.0,1096,125200,3
8,2100,786.0,3.0,918.0,958,319500,5
5,1558,288.0,1.0,913.0,1048,140000,3
6,1650,518.0,2.0,1632.0,1650,250764,4
8,2088,656.0,3.0,948.0,948,250000,4
6,1536,400.0,2.0,768.0,768,176000,4
6,1721,464.0,2.0,1331.0,1721,174850,3
6,1548,440.0,2.0,804.0,804,147000,4
6,918,264.0,1.0,918.0,918,99500,4
9,2690,864.0,3.0,1365.0,1365,398800,5
6,1647,460.0,2.0,953.0,953,175000,4
5,825,350.0,1.0,825.0,825,109500,3
6,1657,484.0,2.0,1657.0,1657,163500,4
4,788,0.0,0.0,788.0,788,100000,3
8,2826,888.0,3.0,1334.0,1520,334000,5
5,864,280.0,1.0,864.0,864,137250,3
7,2462,576.0,2.0,1392.0,1392,320000,4
5,1287,576.0,2.0,1063.0,1287,162000,3
7,1478,484.0,2.0,1470.0,1478,222000,5
7,1342,393.0,2.0,698.0,698,178000,4
5,804,240.0,1.0,788.0,804,119000,3
5,1812,264.0,1.0,864.0,876,169500,3
7,2256,554.0,2.0,952.0,980,236000,4
8,1648,525.0,2.0,1596.0,1648,294464,5
6,2112,576.0,2.0,952.0,1092,206900,2
7,2084,618.0,2.0,956.0,956,233000,4
6,1032,280.0,1.0,1032.0,1032,108000,3
6,1470,420.0,2.0,680.0,680,165000,4
5,1040,748.0,2.0,1040.0,1040,134900,4
5,884,240.0,1.0,884.0,884,113000,3
5,1097,242.0,1.0,1097.0,1097,147900,4
5,864,0.0,0.0,864.0,864,99900,2
6,1456,460.0,2.0,855.0,855,143000,4
6,1176,528.0,2.0,816.0,816,114500,3
5,941,288.0,1.0,912.0,941,129200,3
8,1652,482.0,2.0,1600.0,1652,392500,5
7,2340,252.0,1.0,1152.0,1188,266500,3
7,1382,396.0,2.0,384.0,751,177500,4
5,1008,384.0,1.0,1008.0,1008,139500,3
6,1396,440.0,2.0,608.0,608,170000,4
6,2154,539.0,2.0,845.0,845,224500,3
8,2400,730.0,3.0,1082.0,1105,290000,4
7,1818,240.0,1.0,1040.0,1226,169500,3
7,1710,550.0,2.0,1710.0,1710,240000,5
5,1150,288.0,1.0,1078.0,1150,144000,3
6,1977,540.0,2.0,816.0,1127,165000,3
6,1332,542.0,2.0,1332.0,1332,145000,4
5,1298,504.0,2.0,1250.0,1298,114000,3
8,1973,895.0,3.0,1935.0,1973,395000,4
6,1092,440.0,2.0,525.0,525,105500,3
8,1916,741.0,3.0,1049.0,1036,254900,4
5,1238,357.0,1.0,864.0,1238,102000,3
7,1840,622.0,2.0,944.0,944,230000,4
5,1513,180.0,1.0,939.0,939,137500,3
5,1143,288.0,1.0,1008.0,1143,138000,3
6,1338,576.0,2.0,520.0,1338,156500,4
4,864,463.0,2.0,864.0,864,124500,3
7,1969,534.0,2.0,808.0,1161,190000,4
7,1266,388.0,2.0,1266.0,1266,159895,4
5,2601,621.0,2.0,612.0,990,189000,3
5,912,0.0,0.0,912.0,912,124000,3
5,1392,528.0,2.0,1392.0,1392,121500,4
5,1824,484.0,2.0,1824.0,1824,146000,3
7,1823,626.0,2.0,928.0,928,235000,4
8,1646,525.0,2.0,1594.0,1646,300000,5
4,1092,0.0,0.0,546.0,546,90500,3
5,1728,576.0,2.0,1728.0,1728,142600,3
7,1573,544.0,2.0,1573.0,1573,227000,4
7,2480,400.0,2.0,920.0,1240,205000,3
8,1341,482.0,2.0,1341.0,1341,246900,4
4,1361,185.0,1.0,173.0,825,89000,1
4,1120,480.0,2.0,744.0,792,64000,3
8,1226,484.0,2.0,1226.0,1226,170000,4
9,2822,1020.0,3.0,1734.0,1734,582933,5
6,1103,440.0,2.0,1103.0,1103,110500,3
6,1179,622.0,2.0,1179.0,1179,110000,3
5,698,0.0,0.0,698.0,698,118000,3
7,2046,871.0,3.0,998.0,1006,284000,4
6,1716,490.0,2.0,858.0,858,171000,3
7,1812,478.0,2.0,835.0,871,193000,4
5,1178,502.0,2.0,1090.0,1178,135000,4
7,1636,288.0,1.0,818.0,818,167000,3
4,864,528.0,1.0,576.0,864,105000,3
7,1588,472.0,2.0,1588.0,1588,214000,4
8,1914,746.0,3.0,1420.0,1426,279000,4
6,1875,485.0,2.0,675.0,1109,184500,3
3,1183,308.0,1.0,649.0,679,120000,3
6,1730,528.0,2.0,816.0,833,171500,4
7,1250,528.0,2.0,625.0,625,164700,4
6,2559,506.0,2.0,868.0,1313,209000,4
7,1548,388.0,2.0,1365.0,1548,225000,4
5,1184,0.0,0.0,658.0,658,81000,3
8,1670,928.0,3.0,1670.0,1670,336820,5
7,2062,454.0,2.0,1157.0,1180,277000,4
5,894,312.0,1.0,894.0,894,117600,3
6,1668,271.0,1.0,856.0,1112,140000,3
9,1766,874.0,3.0,1751.0,1766,395039,5
6,1496,572.0,2.0,768.0,768,181755,4
7,1400,612.0,2.0,1400.0,1400,186800,4
5,2140,549.0,2.0,744.0,825,177500,3
4,968,216.0,1.0,656.0,968,64500,3
7,1488,506.0,2.0,1488.0,1488,260000,5
7,1266,388.0,2.0,1266.0,1266,185485,4
5,875,180.0,1.0,715.0,875,105000,3
6,1855,512.0,2.0,528.0,1094,187000,3
7,1621,440.0,2.0,1208.0,1621,202500,4
7,1614,878.0,3.0,1614.0,1614,245700,4
6,1266,283.0,1.0,630.0,630,128000,3
8,2098,878.0,3.0,1030.0,1038,275500,4
7,1983,490.0,2.0,978.0,1005,225000,4
5,1183,288.0,1.0,528.0,1183,138000,4
6,1092,264.0,1.0,525.0,525,88000,3
9,2643,694.0,3.0,2153.0,2069,380000,4
8,1660,660.0,3.0,1660.0,1660,256000,4
5,900,576.0,2.0,900.0,900,134800,3
6,1229,462.0,2.0,561.0,561,121000,4
7,1761,578.0,2.0,874.0,874,227875,4
8,1694,776.0,3.0,1694.0,1694,245350,4
5,1248,0.0,0.0,624.0,624,93500,3
5,835,366.0,1.0,458.0,835,83000,3
6,1953,501.0,2.0,1580.0,1079,240000,4
5,1173,240.0,1.0,592.0,933,113000,3
6,1215,297.0,1.0,1215.0,1215,155000,3
6,912,288.0,1.0,912.0,912,142000,3
6,904,180.0,1.0,884.0,904,119000,3
6,1750,423.0,1.0,983.0,983,160000,4
6,1593,398.0,2.0,839.0,864,193000,3
8,2202,517.0,2.0,1105.0,1105,263000,5
7,1310,400.0,2.0,1310.0,1310,164990,4
4,948,280.0,1.0,948.0,948,119000,3
8,1448,692.0,2.0,1372.0,1448,238500,4
7,1533,576.0,2.0,1533.0,1533,280000,4
8,1565,476.0,2.0,1511.0,1565,193800,4
5,1060,572.0,2.0,1040.0,1060,129900,4
5,990,672.0,2.0,990.0,990,145000,4
8,1787,748.0,3.0,1753.0,1787,275000,4
3,1040,400.0,2.0,0.0,1040,81400,0
5,1089,252.0,1.0,1089.0,1089,125000,4
4,861,288.0,2.0,861.0,861,80000,2
5,1296,260.0,1.0,1107.0,1296,104000,3
7,1720,527.0,2.0,1720.0,1720,260400,4
7,1479,484.0,2.0,725.0,725,176000,4
5,1040,264.0,1.0,1040.0,1040,123000,3
9,2172,687.0,3.0,1519.0,1533,291000,5
6,972,240.0,1.0,972.0,972,132000,3
6,1456,400.0,2.0,728.0,728,176000,4
5,1728,576.0,2.0,1048.0,1728,177625,3
5,1221,392.0,1.0,784.0,949,104900,3
7,1749,515.0,2.0,842.0,856,196000,4
9,1577,564.0,2.0,1577.0,1577,280000,5
7,1474,400.0,2.0,384.0,804,168500,4
6,1671,423.0,2.0,781.0,781,170000,4
3,2034,1041.0,4.0,0.0,2034,130000,0
7,2009,400.0,2.0,989.0,1245,150000,3
5,1100,462.0,2.0,1100.0,1100,145000,4
5,1728,560.0,2.0,1728.0,1728,188000,3
6,1600,460.0,2.0,916.0,916,169000,4
5,1125,430.0,2.0,1125.0,1125,155000,4
7,1391,530.0,2.0,1391.0,1391,196000,4
7,1995,435.0,2.0,854.0,864,219500,4
6,1456,390.0,2.0,728.0,728,170440,4
6,1426,440.0,2.0,690.0,698,159500,3
10,5095,1154.0,3.0,5095.0,5095,183850,5
7,1682,530.0,2.0,1304.0,1682,174000,3
7,1277,526.0,2.0,1277.0,1277,167000,3
6,1456,440.0,2.0,855.0,855,148500,4
5,2228,720.0,2.0,0.0,1114,147983,0
6,1217,288.0,1.0,626.0,626,120000,4
5,1090,450.0,2.0,1090.0,1090,157000,5
5,1456,280.0,1.0,810.0,1002,91500,2
5,796,0.0,0.0,796.0,796,85000,2
5,1214,461.0,2.0,1214.0,1214,140000,3
5,955,386.0,1.0,955.0,955,127000,3
6,1728,673.0,2.0,864.0,864,207500,4
6,3672,836.0,2.0,1836.0,1836,415000,3
6,1561,463.0,2.0,1561.0,1561,193000,3
6,1481,343.0,2.0,702.0,702,174000,4
7,1527,410.0,2.0,699.0,801,152500,3
7,1640,595.0,2.0,798.0,798,183000,4
5,1480,253.0,1.0,1080.0,1080,136500,3
7,1792,564.0,2.0,963.0,963,231500,4
5,1148,308.0,1.0,980.0,1148,123500,5
5,1393,300.0,1.0,816.0,872,135500,3
6,1044,528.0,2.0,960.0,1044,133500,3
5,1144,336.0,1.0,1144.0,1144,124000,3
8,1924,592.0,2.0,1086.0,1086,280000,4
9,2599,779.0,3.0,1393.0,1422,333168,4
8,2283,632.0,3.0,1008.0,1008,270000,4
6,1133,900.0,2.0,795.0,765,128500,3
6,1398,542.0,2.0,1398.0,1398,172000,4
5,810,576.0,2.0,782.0,810,130000,4
6,1306,624.0,2.0,1306.0,1306,196000,4
5,803,360.0,2.0,720.0,803,87000,3
5,1435,308.0,1.0,910.0,910,128250,2
6,2073,500.0,2.0,1542.0,2073,210000,4
6,1991,432.0,2.0,854.0,1096,220000,3
4,1067,436.0,2.0,1067.0,1067,128000,4
5,1174,576.0,2.0,680.0,680,135000,3
4,1689,432.0,2.0,1680.0,1689,228500,4
6,1132,240.0,1.0,608.0,608,134000,3
6,1024,313.0,1.0,1008.0,1024,157500,3
8,2232,623.0,2.0,1173.0,1215,263550,4
6,1440,467.0,2.0,1440.0,1440,182900,4
6,1680,540.0,2.0,880.0,1680,222000,4
5,1092,0.0,0.0,1092.0,1092,146000,4
5,1559,812.0,2.0,1559.0,1559,153500,3
9,1980,770.0,3.0,1980.0,1980,315000,5
8,2630,696.0,3.0,1470.0,1470,315000,4
8,1861,851.0,3.0,1341.0,1341,257000,4
4,1200,850.0,3.0,1200.0,1200,173000,4
5,2320,672.0,2.0,0.0,1547,169000,0
8,2200,685.0,3.0,2200.0,2200,382500,5
8,1795,534.0,2.0,1777.0,1795,230000,4
5,1297,498.0,2.0,1297.0,1297,153000,3
5,1319,270.0,1.0,608.0,1319,123000,3
7,1463,539.0,2.0,1463.0,1463,207000,4
7,3493,870.0,3.0,1470.0,1675,295000,3
5,1094,576.0,2.0,1094.0,1094,149000,4
6,1960,440.0,2.0,860.0,860,216500,4
5,808,308.0,1.0,808.0,808,112000,3
5,943,528.0,2.0,943.0,943,134500,3
7,1246,428.0,2.0,1146.0,1246,187687,4
4,1128,528.0,2.0,698.0,698,68400,3
6,951,480.0,2.0,951.0,951,143500,3
7,1644,569.0,2.0,1518.0,1644,275000,4
7,1959,766.0,3.0,1907.0,1959,171000,3
6,2054,390.0,2.0,992.0,1022,244000,4
5,874,352.0,1.0,864.0,874,130000,3
8,1685,658.0,3.0,1685.0,1685,253000,4
4,693,0.0,0.0,693.0,693,52500,3
8,1034,598.0,2.0,982.0,1034,185000,4
6,1490,392.0,2.0,745.0,745,167800,4
8,1713,856.0,3.0,1713.0,1713,274900,5
7,1472,588.0,2.0,1372.0,1472,187500,4
7,1971,689.0,2.0,1113.0,1113,253000,4
4,988,297.0,1.0,526.0,526,105000,4
6,1576,368.0,2.0,1208.0,1576,174500,3
7,2049,467.0,2.0,1065.0,1065,210900,4
4,1531,209.0,1.0,756.0,1169,127000,3
7,1358,484.0,2.0,1358.0,1358,207000,4
7,2050,529.0,2.0,832.0,1154,154000,4
9,2338,1110.0,3.0,2660.0,2338,591587,5
5,2640,1008.0,3.0,2171.0,1392,180000,3
5,1584,792.0,3.0,1584.0,1584,124000,3
6,2237,440.0,2.0,712.0,1375,204000,4
7,1477,216.0,1.0,861.0,877,145000,3
5,1510,517.0,2.0,1510.0,1510,178900,3
8,2392,870.0,3.0,1396.0,1407,348000,4
6,1716,672.0,2.0,810.0,1170,162500,3
5,868,576.0,2.0,768.0,868,119900,4
7,1632,462.0,2.0,935.0,955,176500,4
5,1077,205.0,1.0,991.0,1077,118000,3
5,773,240.0,1.0,773.0,773,110000,3
7,1839,486.0,2.0,1195.0,1195,221000,4
8,2450,1069.0,3.0,1284.0,1310,340000,4
7,2019,532.0,2.0,728.0,1136,167500,4
8,1636,865.0,3.0,1623.0,1636,255000,4
7,1374,400.0,2.0,384.0,744,170000,4
5,1072,525.0,2.0,547.0,1072,145000,4
4,630,0.0,0.0,630.0,630,81000,4
6,1414,601.0,2.0,1184.0,1414,176500,4
8,1694,636.0,2.0,1686.0,1694,307000,5
7,1690,517.0,2.0,845.0,845,190550,4
7,2353,484.0,2.0,845.0,1153,260000,4
7,1055,319.0,1.0,1055.0,1055,137500,3
6,1055,542.0,2.0,1044.0,1055,147000,4
5,1144,264.0,1.0,864.0,1144,131400,3
8,2332,756.0,3.0,1148.0,1170,316000,5
6,1824,0.0,0.0,912.0,912,139000,3
5,1442,400.0,2.0,352.0,712,172500,4
5,1784,180.0,1.0,747.0,892,138887,4
6,2108,540.0,2.0,1127.0,1236,235000,3
5,894,308.0,1.0,894.0,894,109500,3
4,1430,370.0,2.0,596.0,834,107000,3
7,1776,474.0,2.0,936.0,936,192500,4
6,1602,529.0,2.0,1602.0,1602,215000,4
6,1650,468.0,2.0,926.0,991,144100,4
6,864,300.0,1.0,864.0,864,127500,3
7,2200,453.0,2.0,812.0,1101,225000,4
8,1710,866.0,3.0,1710.0,1710,372402,5
5,912,352.0,1.0,912.0,912,144000,3
6,1501,440.0,2.0,744.0,757,176500,4
6,1310,398.0,1.0,617.0,865,112000,2
6,987,264.0,1.0,483.0,483,100000,3
4,1092,286.0,1.0,546.0,546,88000,3
5,1680,528.0,2.0,1680.0,1680,136905,3
4,874,576.0,2.0,864.0,874,97500,3
3,729,0.0,0.0,0.0,729,51689,0
6,1252,528.0,2.0,1252.0,1252,142000,3
8,1828,876.0,3.0,1298.0,1298,250000,4
6,2495,660.0,2.0,1280.0,1280,243500,4
6,1306,624.0,2.0,1306.0,1306,184500,4
7,1478,506.0,2.0,1454.0,1478,210000,4
5,912,300.0,1.0,912.0,912,129000,3
2,540,200.0,1.0,480.0,540,82000,3
6,1604,470.0,2.0,926.0,926,181000,4
5,1536,400.0,2.0,768.0,768,167000,4
6,1671,472.0,2.0,959.0,959,173000,4
7,1611,572.0,2.0,784.0,784,195800,4
6,1844,540.0,2.0,1844.0,1844,223000,3
7,1367,484.0,2.0,1367.0,1367,192000,4
7,1725,550.0,2.0,539.0,1040,197000,3
8,2389,672.0,3.0,1054.0,1054,298236,5
7,1718,264.0,2.0,851.0,867,238000,3
5,1556,0.0,0.0,1556.0,1556,119000,3
7,2156,508.0,2.0,1568.0,2156,262500,3
9,1978,920.0,3.0,1978.0,1978,425000,5
4,1178,384.0,1.0,859.0,859,102776,3
5,1078,500.0,2.0,1078.0,1078,149900,3
6,1285,473.0,2.0,1243.0,1285,190000,3
8,1191,531.0,2.0,1191.0,1191,162500,4
6,1494,576.0,2.0,1479.0,1494,217000,4
4,1180,252.0,1.0,700.0,1180,137500,2
8,1795,782.0,3.0,900.0,909,270000,5
5,894,440.0,2.0,864.0,894,142500,3
6,1042,440.0,2.0,1042.0,1042,161000,3
4,1092,0.0,0.0,546.0,546,93900,3
7,2287,667.0,2.0,1304.0,1304,225000,3
9,2668,726.0,3.0,1572.0,1572,412500,5
4,1414,0.0,0.0,864.0,964,83000,3
6,1232,217.0,1.0,600.0,608,128000,3
6,1609,525.0,2.0,754.0,754,182000,4
8,1932,774.0,3.0,1932.0,1932,394617,5
8,1728,520.0,2.0,1884.0,1728,298751,4
4,861,539.0,2.0,861.0,861,82500,3
6,1913,342.0,2.0,896.0,1172,177000,3
4,1200,294.0,1.0,1200.0,1200,144000,3
7,1804,442.0,2.0,994.0,1028,189000,3
