MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,BuiltIn,2002.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,2,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,3,Attchd,1971.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,3,3,1,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,BuiltIn,1986.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2003.0,Fin,TA,TA,Y,WD 
RM,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2007.0,Fin,TA,TA,Y,New
RL,Pave,IR1,HLS,AllPub,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,4,3,4,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,3,Attchd,1989.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,4,3,2,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1940.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1956.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,4,3,3,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1978.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,2,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2000.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,3,3,1,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,3,Attchd,1967.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,0,Detchd,1940.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,0,0,0,None,None,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1979.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2005.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,2Types,1994.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,3,3,1,BLQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1954.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,5,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2008.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,3,3,4,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1962.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,4,3,1,Unf,Unf,GasA,TA,Y,SBrkr,Gd,Typ,3,Attchd,1985.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2006.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,Fa,BrkTil,2,2,1,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,4,Detchd,1928.0,Unf,Fa,Fa,N,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,4,4,1,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,Attchd,1995.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,5,4,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2006.0,RFn,TA,TA,Y,New
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,TA,TA,CBlock,3,3,1,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1967.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,3,Attchd,1989.0,Unf,TA,TA,Y,WD 
FV,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,Ex,TA,PConc,4,3,2,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2007.0,Fin,TA,TA,Y,New
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,None,None,None,None,None,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,3,3,1,BLQ,Rec,GasA,Gd,Y,SBrkr,TA,Min1,2,Attchd,1953.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,5,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2007.0,Fin,TA,TA,Y,New
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,Ex,Y,FuseA,TA,Typ,0,Detchd,2003.0,Unf,TA,TA,Y,WD 
C (all),Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,1930.0,Unf,TA,Po,N,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,5,3,4,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,5,Attchd,2007.0,Fin,TA,TA,Y,New
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,BrkTil,3,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Detchd,1920.0,Unf,Fa,TA,Y,ConLI
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,4,4,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,Attchd,2006.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1959.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,2,3,1,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1921.0,Unf,Fa,TA,N,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,3,3,2,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,Attchd,1969.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,3,3,1,Rec,ALQ,GasA,Ex,Y,FuseF,TA,Typ,0,Detchd,1915.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,3,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,1958.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2003.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,4,3,2,LwQ,Rec,GasA,TA,Y,SBrkr,Gd,Typ,0,Detchd,1977.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,4,3,1,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,Attchd,1993.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,3,Attchd,1974.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2006.0,Fin,TA,TA,Y,New
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Attchd,1992.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,3,3,1,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,4,Attchd,1957.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,2,BLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,1966.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,Stucco,None,TA,TA,BrkTil,3,3,1,ALQ,Rec,GasW,TA,N,SBrkr,TA,Maj2,0,Detchd,1956.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,3,2,1,LwQ,Unf,GasA,TA,N,FuseA,TA,Mod,0,Detchd,1951.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,4,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,1998.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,4,3,1,Unf,Unf,GasA,TA,N,FuseF,Fa,Typ,0,Detchd,1920.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,CBlock,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,3,Detchd,1962.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,3,3,3,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,2,Detchd,1985.0,Unf,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,0,Detchd,1988.0,Unf,TA,TA,P,WD 
RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2003.0,RFn,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Ex,CBlock,3,3,1,BLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,0,Detchd,1950.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,4,3,1,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,3,BuiltIn,1995.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,LwQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,4,Detchd,1939.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,3,3,1,ALQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1979.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1999.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,2,Attchd,1994.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,4,3,3,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,1,Attchd,1974.0,Unf,TA,TA,Y,WD 
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,5,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,3,Attchd,2001.0,Fin,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,5,3,4,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2009.0,Fin,TA,TA,Y,New
RL,Pave,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,4,3,1,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,0,Detchd,2000.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,4,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1992.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,5,3,3,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,4,BuiltIn,2004.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,ALQ,Unf,GasA,Ex,Y,FuseA,Gd,Typ,4,Attchd,1940.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Attchd,1966.0,Unf,TA,TA,Y,COD
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,3,4,4,GLQ,Unf,GasA,TA,Y,FuseA,TA,Typ,3,Attchd,1956.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,3,3,1,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Detchd,1962.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,3,3,1,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,2,Attchd,1966.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,4,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,2004.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,0,0,0,None,None,GasA,TA,Y,SBrkr,TA,Typ,0,CarPort,1962.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,4,4,1,ALQ,BLQ,GasA,Ex,Y,SBrkr,Gd,Typ,0,Detchd,1971.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,0,Detchd,1987.0,Unf,TA,TA,N,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,0,0,0,None,None,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1956.0,Unf,Fa,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,5,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,4,Attchd,2004.0,Fin,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stone,None,TA,TA,CBlock,0,0,0,None,None,GasA,Gd,N,FuseF,TA,Typ,0,Detchd,1949.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,1,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,0,Attchd,1999.0,RFn,TA,TA,Y,WD 
RL,Pave,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,5,3,1,Unf,Unf,GasA,Fa,Y,SBrkr,TA,Min1,4,Detchd,1993.0,Fin,TA,TA,Y,WD 
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,3,3,1,Unf,Unf,GasA,Ex,Y,FuseA,Gd,Typ,0,Detchd,1932.0,Unf,Fa,Fa,N,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,4,3,3,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,3,BuiltIn,2001.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,3,3,1,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,0,Attchd,1956.0,Unf,TA,TA,Y,WD 
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,Gd,PConc,5,3,4,Rec,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,3,Attchd,1993.0,RFn,TA,TA,Y,WD 
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,3,3,1,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,0,Attchd,1954.0,Unf,TA,TA,Y,WD 
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,2,3,1,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,0,Detchd,1965.0,Unf,TA,TA,Y,ConLw
